Tytuł;Tytuł org.;Rok;Długość;Ocena;Liczba ocen;Chce zobaczyć;Ocena krytyków;Liczba ocen krytyków;Reżyser;Scenariusz;Gatunek;Kraj;Box Office;Budżet;1;2;3;4;5;6;7;8;9;10;Komentarze;Typ długości;Region
Wielki kanion;Grand Canyon;1991;129.0;5.939310073852539;3378;10675;5.5;2.0;Lawrence Kasdan;Lawrence Kasdan, Meg Kasdan;Dramat;USA;33243020.0;;171;113;208;286;467;669;669;458;168;169;28;Długometrażowy;USA
Kocham kino;Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence;2007;119.0;6.953470230102539;3374;8315;6.25;8.0;Andriej Konczałowski, Jane Campion;Alejandro González Iñárritu, Manoel de Oliveira;Dramat;Francja;;;47;8;30;84;254;617;1200;754;232;148;114;Długometrażowy;Europa
Mean Creek;Mean Creek;2004;90.0;6.742660045623779;3373;2321;8.0;1.0;Jacob Estes;Jacob Estes;Dramat;USA;;;23;15;69;117;339;743;1135;621;161;150;132;Długometrażowy;USA
Sweet Virginia;Sweet Virginia;2017;105.0;5.672100067138672;3373;951;6.66667;3.0;Jamie M. Dagg;Benjamin China, Paul China;Dramat;USA;;;19;42;192;317;831;1038;719;175;31;9;105;Długometrażowy;USA
Na lodzie;On the Rocks;2020;96.0;6.038459777832031;3380;2405;5.27273;11.0;Sofia Coppola;Sofia Coppola;Dramat;USA;;;16;20;105;237;637;1149;881;233;39;63;32;Długometrażowy;USA
Bar dobrych ludzi;The Tender Bar;2021;104.0;6.462950229644775;3387;1476;5.2;5.0;George Clooney;William Monahan;Dramat;USA;;;6;9;57;111;405;1023;1236;449;66;25;49;Długometrażowy;USA
Zamurowani;Walled In;2009;91.0;5.168149948120117;3360;968;;;Gilles Paquet-Brenner;Gilles Paquet-Brenner, Sylvain White;Dramat;Francja;;;86;122;386;519;791;763;434;158;44;57;136;Długometrażowy;Europa
Samotność liczb pierwszych;La Solitudine dei numeri primi;2010;118.0;6.786900043487549;3360;5173;5.0;3.0;Saverio Costanzo;Saverio Costanzo, Paolo Giordano;Dramat;Francja;;;19;13;98;142;348;667;945;735;270;123;69;Długometrażowy;Europa
Dobry doktor;The Good Doctor;2011;93.0;5.571469783782959;3344;2926;;;Lance Daly;John Enbom;Dramat;USA;;;30;47;247;378;860;915;592;190;50;35;93;Długometrażowy;USA
Szczęśliwy powrót;The Lucky Ones;2008;115.0;6.464509963989258;3339;3533;;;Neil Burger;Neil Burger, Dirk Wittenborn;Dramat;USA;;;16;14;71;132;420;964;1112;440;88;82;82;Długometrażowy;USA
Opowieści księżycowe;Ugetsu monogatari;1953;96.0;7.699610233306885;3339;5838;7.57143;7.0;Kenji Mizoguchi;Matsutarô Kawaguchi, Yoshikata Yoda;Dramat;Japonia;;;26;9;16;39;93;314;783;1193;573;293;48;Długometrażowy;Pozostałe
Ewa;Ewa;2010;108.0;6.491600036621094;3334;1621;5.66667;3.0;Adam Sikora, Ingmar Villqist;Adam Sikora, Ingmar Villqist;Dramat;Polska;;;17;21;94;213;462;844;883;399;307;94;95;Długometrażowy;Polska
Ja też!;Yo, también;2009;103.0;7.068389892578125;3334;3070;;;Antonio Naharro , Álvaro Pastor;Antonio Naharro , Álvaro Pastor;Dramat;Hiszpania;;;42;12;54;65;202;548;1103;888;245;175;88;Długometrażowy;Europa
Maria Magdalena;Mary Magdalene;2018;120.0;5.531320095062256;3337;6796;7.0;2.0;Garth Davis;Helen Edmundson, Philippa Goslett;Dramat;Wielka Brytania;124741.0;;117;88;271;363;760;768;522;278;86;84;341;Długometrażowy;Europa
Siedem dni;Entebbe;2018;107.0;5.71835994720459;3327;1579;5.5;2.0;José Padilha;Gregory Burke;Dramat;Wielka Brytania;3326885.0;;25;29;142;280;878;1094;659;173;25;22;71;Długometrażowy;Europa
Wzgórze;The Hill;1965;123.0;7.840000152587891;3325;4453;8.6;5.0;Sidney Lumet;Ray Rigby;Dramat;Wielka Brytania;;;27;13;11;22;88;210;715;1304;593;342;68;Długometrażowy;Europa
Kierowca dla Wiery;Voditel dlya Very;2004;105.0;7.164599895477295;3311;1610;7.0;2.0;Paweł Czuchraj;Paweł Czuchraj;Dramat;Rosja;;;26;12;27;78;178;484;1105;996;268;137;119;Długometrażowy;Europa
Duchy Inisherin;The Banshees of Inisherin;2022;114.0;7.4149699211120605;3381;10286;7.2;10.0;Martin McDonagh;Martin McDonagh;Dramat;Irlandia;9162764.0;;10;12;27;45;134;371;999;1237;470;76;68;Długometrażowy;Europa
Co przynosi przyszłość;L'avenir;2016;100.0;6.511040210723877;3305;5108;7.13333;15.0;Mia Hansen-Løve;Mia Hansen-Løve;Dramat;Francja;388140.0;;13;14;73;143;406;863;1093;543;86;71;72;Długometrażowy;Europa
Pragnienie;Bak-jwi;2009;133.0;6.458209991455078;3302;5104;5.75;4.0;Chan-wook Park;Seo-kyeong Jeong, Chan-wook Park;Dramat;Korea Południowa;318574.0;5000000.0;46;46;118;169;355;754;964;602;186;62;113;Długometrażowy;Pozostałe
Henry Poole powrócił;Henry Poole Is Here;2008;100.0;6.591189861297607;3290;929;;;Mark Pellington;Albert Torres;Dramat;USA;1836515.0;;16;22;79;160;408;773;957;598;183;94;129;Długometrażowy;USA
Krupier;Croupier;1998;91.0;7.01977014541626;3288;1741;7.0;1.0;Mike Hodges;Paul Mayersberg;Dramat;Francja;6201143.0;;7;9;25;68;210;629;1251;770;222;97;57;Długometrażowy;Europa
Chiński syndrom;The China syndrome;1979;122.0;7.141940116882324;3283;2729;6.66667;3.0;James Bridges;James Bridges, T.S. Cook;Dramat;USA;51718367.0;;18;10;23;39;165;494;1342;879;161;152;78;Długometrażowy;USA
Gra śmierci;Game of Death;1978;102.0;6.808539867401123;3280;1075;4.0;1.0;Robert Clouse, Sammo Kam-Bo Hung;Bruce Lee, Jan Spears;Dramat;Hongkong;;;50;45;91;153;268;565;1016;629;197;266;212;Długometrażowy;Pozostałe
Max Manus;Max Manus;2008;118.0;6.70265007019043;3279;1799;;;Espen Sandberg, Joachim Rønning;Thomas Nordseth-Tiller;Dokumentalny;Norwegia;;;4;13;42;108;295;821;1229;585;114;68;95;Długometrażowy;Europa
Czas na przyjaźń;The Best Man Holiday;2013;123.0;6.510849952697754;3271;1636;8.0;1.0;Malcolm D. Lee;Malcolm D. Lee;Dramat;USA;70525195.0;17000000.0;29;18;104;166;392;816;970;485;180;111;28;Długometrażowy;USA
Ojciec Szpiler;Svećenikova djeca;2013;93.0;6.547460079193115;3266;1906;3.0;1.0;Vinko Brešan;Mate Matišić;Dramat;Chorwacja;;;20;17;75;122;334;856;1127;553;122;40;32;Długometrażowy;Europa
Letnie przesilenie;Letnie przesilenie;2014;96.0;6.112639904022217;3267;4719;6.125;8.0;Michał Rogalski;Michał Rogalski;Dramat;Polska;;;35;30;116;231;566;892;932;339;75;51;90;Długometrażowy;Polska
Zbrukana;The Assault;2014;93.0;6.211460113525391;3263;1017;;;Jason Winn;Jennifer Maisel;Dramat;USA;;;19;42;141;225;549;847;818;403;125;94;56;Długometrażowy;USA
Ślepowidzenie;Blind;2014;96.0;6.486800193786621;3258;5071;6.42857;7.0;Eskil Vogt;Eskil Vogt;Dramat;Norwegia;;;37;31;117;150;355;723;1037;601;166;41;50;Długometrażowy;Europa
Najdłuższy marsz Billy'ego Lynna;Billy Lynn's Long Halftime Walk;2016;110.0;5.75521993637085;3256;3939;5.0;1.0;Ang Lee;Simon Beaufoy, Jean-Christophe Castelli;Dramat;USA;1738477.0;40000000.0;86;41;197;326;702;852;604;291;72;85;83;Długometrażowy;USA
Gniew;Romans;2017;91.0;6.191649913787842;3256;4949;4.0;6.0;Ludwig Shammasian, Paul Shammasian;Geoff Thompson;Dramat;Wielka Brytania;;;37;49;128;224;517;821;844;459;116;61;160;Długometrażowy;Europa
Niewidoczne życie sióstr Gusmao;A Vida Invisível de Eurídice Gusmão;2019;145.0;7.484469890594482;3251;3599;7.0;5.0;Karim Aïnouz;Murilo Hauser;Dramat;Brazylia;146535.0;;7;11;17;43;97;333;948;1294;401;100;34;Długometrażowy;Pozostałe
Offender;Offender;2012;102.0;7.083179950714111;3246;2839;;;Ron Scalpello;Paul Van Carter;Dramat;Wielka Brytania;;;10;22;43;76;227;627;984;794;262;201;144;Długometrażowy;Europa
Życie małżeńskie;Married Life;2007;90.0;6.195199966430664;3248;4031;;;Ira Sachs;Oren Moverman, Ira Sachs;Dramat;USA;1507990.0;12000000.0;12;19;86;163;561;1071;913;312;66;45;61;Długometrażowy;USA
Smak zemsty;Tapped Out;2014;105.0;6.145810127258301;3244;903;;;Allan Ungar;Allan Ungar;Dramat;Kanada;;;23;39;161;256;499;933;752;358;122;101;84;Długometrażowy;Pozostałe
Jesteśmy tym, co jemy;We Are What We Are;2013;105.0;5.21314001083374;3242;2313;6.33333;3.0;Jim Mickle;Nick Damici, Jim Mickle;Dramat;USA;;;78;111;311;470;766;831;482;155;22;16;53;Długometrażowy;USA
Baby Broker;Beurokeo;2022;129.0;6.792099952697754;3242;3560;6.88889;18.0;Hirokazu Koreeda;Hirokazu Koreeda;Dramat;Korea Południowa;147933.0;;2;11;39;59;248;776;1271;694;122;20;26;Długometrażowy;Pozostałe
Pozycja dziecka;Poziţia copilului;2013;116.0;6.820539951324463;3232;4606;7.66667;12.0;Calin Peter Netzer;Răzvan Rădulescu, Calin Peter Netzer;Dramat;Rumunia;;;15;10;48;85;262;660;1172;796;157;27;116;Długometrażowy;Europa
Mój przyjaciel wróg;Zaytoun;2012;107.0;6.718039989471436;3231;2781;6.0;1.0;Eran Riklis;Nader Rizq, Frederick A. Ritzenberg;Dramat;Wielka Brytania;;;7;10;33;80;273;859;1232;568;117;52;66;Długometrażowy;Europa
Proza życia;Brad's Status;2017;101.0;6.1805500984191895;3229;1449;7.33333;3.0;Mike White;Mike White;Dramat;USA;2133158.0;;20;23;111;181;503;992;959;336;74;30;21;Długometrażowy;USA
Nazajutrz;The Day After;1983;126.0;7.04833984375;3227;2856;7.0;1.0;Nicholas Meyer;Edward Hume;Dramat;USA;;;18;10;34;90;224;567;1088;809;235;152;191;Długometrażowy;USA
Przyjaźń!;Friendship!;2010;110.0;6.61460018157959;3220;1937;;;Markus Goller;Oliver Ziegenbalg;Dramat;Niemcy;;;18;12;54;129;372;786;1122;490;141;96;87;Długometrażowy;Europa
Gotti;Gotti;2018;105.0;5.158140182495117;3225;4409;2.66667;3.0;Kevin Connolly;Leo Rossi, Lem Dobbs;Dokumentalny;USA;4343227.0;10000000.0;78;90;342;449;899;798;375;129;35;30;112;Długometrażowy;USA
Uprowadzenie;Fire in the Sky;1993;109.0;6.671329975128174;3219;2385;;;Robert Lieberman;Tracy Tormé;Dramat;USA;19885552.0;;14;17;65;134;342;743;1074;587;116;127;251;Długometrażowy;USA
Jednakowo inni;Same Kind of Different as Me;2017;119.0;6.796329975128174;3216;1715;;;Michael Carney;Michael Carney, Ron Hall;Dramat;USA;6423605.0;;15;20;73;110;308;663;1020;691;203;113;30;Długometrażowy;USA
Kolory raju;Rang-e khoda;1999;90.0;7.761360168457031;3214;6206;8.0;2.0;Majid Majidi;Majid Majidi;Dramat;Iran;1817216.0;;61;17;31;40;91;238;616;1085;628;407;89;Długometrażowy;Pozostałe
Infinite Storm;Infinite Storm;2022;98.0;5.542799949645996;3224;2436;5.33333;12.0;Małgorzata Szumowska;Joshua Rollins;Dramat;Australia;1600543.0;;52;68;229;368;838;850;545;144;34;96;110;Długometrażowy;Pozostałe
Che. Boliwia;Che: Part Two;2008;135.0;5.900589942932129;3209;2707;6.5;2.0;Steven Soderbergh;Peter Buchman;Dokumentalny;USA;;;95;55;130;270;607;853;740;303;57;99;680;Długometrażowy;USA
Morze drzew;The Sea of Trees;2015;110.0;6.250929832458496;3224;6617;3.0;2.0;Gus Van Sant;Chris Sparling;Dramat;USA;;;17;24;144;178;489;873;933;413;104;49;83;Długometrażowy;USA
Threads;Threads;1984;110.0;7.697690010070801;3202;5580;8.0;1.0;Mick Jackson;Barry Hines;Dramat;Wielka Brytania;;;8;11;19;41;108;277;771;1123;626;218;226;Długometrażowy;Europa
Męska historia;The History Boys;2006;109.0;6.614130020141602;3198;2387;5.0;3.0;Nicholas Hytner;Alan Bennett;Dramat;Wielka Brytania;2706659.0;;48;39;103;165;367;619;872;620;206;159;114;Długometrażowy;Europa
Т-34;Т-34;2018;139.0;6.573750019073486;3200;1163;;;Aleksei Sidorov;Aleksei Sidorov;Dramat;Rosja;;;57;44;93;152;330;728;924;520;162;190;192;Długometrażowy;Europa
Miód;Bal;2010;103.0;6.867690086364746;3197;9146;7.33333;6.0;Semih Kaplanoğlu;Semih Kaplanoğlu, Orçun Köksal;Dramat;Turcja;;;68;34;87;132;266;494;870;728;357;161;87;Długometrażowy;Pozostałe
Sześć dni z życia;Sulla mia pelle;2018;100.0;6.854239940643311;3197;1354;;;Alessio Cremonini;Alessio Cremonini, Lisa Nur Sultan;Dramat;Włochy;;;8;9;25;77;220;738;1247;667;149;57;27;Długometrażowy;Europa
Bestia;The Beast of War;1988;111.0;7.453800201416016;3193;2244;7.0;1.0;Kevin Reynolds;William Mastrosimone;Dramat;USA;;;23;9;28;51;129;341;928;1070;416;198;212;Długometrażowy;USA
Piętno przeszłości;Tenderness;2009;101.0;5.417419910430908;3191;1571;;;John Polson;Emil Stern;Dramat;USA;;;55;64;276;401;827;828;482;171;43;44;74;Długometrażowy;USA
Spragnieni życia;The Upside;2017;125.0;5.865079879760742;3187;1952;6.0;1.0;Neil Burger;Jon Hartmere;Dramat;USA;108252517.0;37500000.0;153;54;142;242;505;833;762;350;80;66;95;Długometrażowy;USA
Jeździec wielorybów;Whale Rider;2002;101.0;7.271440029144287;3172;3240;7.0;5.0;Niki Caro;Niki Caro;Dramat;Niemcy;20779666.0;3500000.0;24;22;48;78;198;424;865;883;412;218;61;Długometrażowy;Europa
Szatańskie tango;Sátántangó;1994;439.0;8.105609893798828;3172;15162;8.88889;9.0;Béla Tarr;Béla Tarr;Dramat;Węgry;;;109;22;41;41;73;152;331;786;781;836;505;Długometrażowy;Europa
Eichmann Show;The Eichmann Show;2015;90.0;6.366479873657227;3168;1316;6.0;1.0;Paul Andrew Williams;Simon Block;Dramat;Wielka Brytania;;;16;28;79;135;404;911;1065;422;77;31;61;Długometrażowy;Europa
Pierścionek z orłem w koronie;Pierścionek z orłem w koronie;1992;105.0;6.297890186309815;3169;1818;5.0;2.0;Andrzej Wajda;Andrzej Wajda, Andrzej Kotkowski;Dramat;Polska;;;43;31;107;186;455;826;885;449;100;87;99;Długometrażowy;Polska
Wszystko albo nic;All or Nothing;2002;128.0;7.465970039367676;3159;4299;7.6;5.0;Mike Leigh;Mike Leigh;Dramat;Francja;;;19;11;25;46;124;336;891;1119;420;168;51;Długometrażowy;Europa
Lourdes;Lourdes;2009;96.0;6.650410175323486;3158;2232;7.375;8.0;Jessica Hausner;Jessica Hausner;Dramat;Austria;;;60;24;80;132;323;651;911;669;204;104;140;Długometrażowy;Europa
Wielki wybuch;The Big Bang;2010;101.0;5.370840072631836;3155;939;;;Tony Krantz;Erik Jendresen;Dramat;USA;;;77;101;330;396;702;734;513;189;55;58;181;Długometrażowy;USA
Buster's Mal Heart;Buster's Mal Heart;2016;96.0;6.3278398513793945;3154;2232;5.33333;3.0;Sarah Adina Smith;Sarah Adina Smith;Dramat;USA;;;29;26;87;169;485;830;886;485;117;40;33;Długometrażowy;USA
Mój dług;Mój dług;2022;100.0;3.861020088195801;3166;1429;3.0;1.0;Denis Delić, Bogusław Job;Andrzej Sobek;Dramat;Polska;;;677;460;313;413;506;394;220;102;24;57;127;Długometrażowy;Polska
Ostatni na świecie;Bokeh;2017;92.0;5.135809898376465;3144;1189;5.0;1.0;Geoffrey Orthwein, Andrew Sullivan;Geoffrey Orthwein, Andrew Sullivan;Dramat;USA;;;108;121;417;403;738;635;449;191;57;25;83;Długometrażowy;USA
Nigdzie w Afryce;Nirgendwo in Afrika;2001;141.0;7.242839813232422;3142;2413;6.0;2.0;Caroline Link;Caroline Link;Dramat;Niemcy;6180200.0;;20;10;38;54;188;468;906;975;333;150;82;Długometrażowy;Europa
Rocco i jego bracia;Rocco e i suoi fratelli;1960;177.0;7.846839904785156;3147;5403;8.18182;11.0;Luchino Visconti;Enrico Medioli, Luchino Visconti;Dramat;Francja;;;26;6;23;37;90;217;571;1209;662;306;86;Długometrażowy;Europa
Cezar musi umrzeć;Cesare deve morire;2012;76.0;6.72199010848999;3133;4070;6.44444;9.0;Paolo Taviani, Vittorio Taviani;Paolo Taviani, Vittorio Taviani;Dramat;Włochy;76908.0;;23;34;105;116;290;592;961;709;241;62;66;Średniometrażowy;Europa
Rozrachunek;The Clearing;2004;95.0;5.805819988250732;3126;846;;;Pieter Jan Brugge;Justin Haythe;Dramat;USA;5763875.0;;35;38;111;284;746;961;666;202;35;48;87;Długometrażowy;USA
Zniknięcie Eleanor Rigby: On;The Disappearance of Eleanor Rigby: Him;2013;89.0;6.690460205078125;3124;5794;7.0;2.0;Ned Benson;Ned Benson;Dramat;USA;;;14;17;41;89;292;786;1108;602;124;51;65;Długometrażowy;USA
Zbyt wielcy, by upaść;Too Big to Fail;2011;98.0;6.635169982910156;3122;3105;7.0;2.0;Curtis Hanson;Peter Gould;Dramat;USA;;;29;12;38;104;280;779;1186;532;120;42;142;Długometrażowy;USA
Ryzykant;Sydney;1996;102.0;6.500800132751465;3117;2939;6.625;8.0;Paul Thomas Anderson;Paul Thomas Anderson;Dramat;USA;;;14;13;50;103;349;881;1174;419;80;34;34;Długometrażowy;USA
Jackie i Ryan;Jackie & Ryan;2014;90.0;5.718780040740967;3115;2177;4.0;1.0;Ami Canaan Mann;Ami Canaan Mann;Dramat;USA;;;15;31;165;349;790;878;593;199;65;30;20;Długometrażowy;USA
Lato '85;Été 85;2020;100.0;6.363140106201172;3120;2485;5.6;10.0;François Ozon;François Ozon;Dramat;Francja;71611.0;;25;27;82;166;474;792;915;461;131;47;40;Długometrażowy;Europa
Baby Boy;Baby Boy;2001;129.0;7.197879791259766;3108;1908;;;John Singleton;John Singleton;Dramat;USA;28734552.0;16000000.0;26;13;51;76;227;444;893;844;280;254;93;Długometrażowy;USA
Barbara;Barbara;2012;105.0;6.5101399421691895;3105;2605;5.5;4.0;Christian Petzold;Christian Petzold;Dramat;Niemcy;1013902.0;;12;10;73;131;348;813;1094;489;99;36;103;Długometrażowy;Europa
Za wzgórzami;După dealuri;2012;155.0;6.774409770965576;3103;4811;6.61538;13.0;Cristian Mungiu;Cristian Mungiu;Dramat;Rumunia;;;20;20;84;113;291;561;1016;728;200;70;122;Długometrażowy;Europa
Martwy policjant;Officer Down;2013;98.0;5.727799892425537;3097;1184;;;Brian A. Miller;John Chase;Dramat;USA;;;22;38;175;289;714;991;614;176;42;36;80;Długometrażowy;USA
Rodzinka;Thumbsucker;2005;96.0;6.180759906768799;3098;4614;5.0;1.0;Mike Mills;Mike Mills;Dramat;USA;1328679.0;4000000.0;26;38;99;187;508;895;877;326;76;66;58;Długometrażowy;USA
Ballada o Jacku i Rose;The Ballad of Jack and Rose;2005;112.0;6.593540191650391;3095;3806;;;Rebecca Miller;Rebecca Miller;Dramat;USA;;;33;22;81;137;391;679;904;554;190;104;69;Długometrażowy;USA
Parkland;Parkland;2013;93.0;6.130549907684326;3087;3634;5.0;1.0;Peter Landesman;Peter Landesman;Dramat;USA;;;13;10;87;197;526;1057;837;267;54;39;78;Długometrażowy;USA
Porwanie;Kapringen;2012;103.0;6.478730201721191;3079;2764;6.75;4.0;Tobias Lindholm;Tobias Lindholm;Dramat;Dania;414437.0;;10;11;62;117;365;871;1092;429;85;37;45;Długometrażowy;Europa
Wujek Boonmee, który potrafi przywołać swoje poprzednie wcielenia;Loong Boonmee raleuk chat;2010;114.0;5.9268798828125;3077;7797;7.16667;12.0;Apichatpong Weerasethakul;Apichatpong Weerasethakul;Dramat;Hiszpania;184292.0;;197;117;211;213;389;507;625;506;209;103;183;Długometrażowy;Europa
12 lat i koniec;Twelve and Holding;2005;94.0;7.208730220794678;3071;2708;6.5;2.0;Michael Cuesta;Anthony Cipriano;Dramat;USA;;;57;12;32;61;163;419;926;893;318;190;174;Długometrażowy;USA
Happy, Happy;Sykt lykkelig;2010;88.0;6.456349849700928;3070;2074;7.0;5.0;Anne Sewitsky;Ragnhild Tronvoll;Dramat;Norwegia;;;18;11;80;131;402;788;1018;483;101;38;88;Długometrażowy;Europa
Złota Rękawiczka;Der Goldene Handschuh;2019;115.0;6.82096004486084;3072;3074;5.28571;7.0;Fatih Akin;Fatih Akin;Dramat;Niemcy;;;33;26;66;105;223;592;997;746;203;81;62;Długometrażowy;Europa
Free Fire;Free Fire;2016;90.0;6.076849937438965;3071;3650;5.8;10.0;Ben Wheatley;Ben Wheatley, Amy Jump;Dramat;Wielka Brytania;1799312.0;10000000.0;27;23;127;222;503;937;800;336;65;31;47;Długometrażowy;Europa
Kongresmen;The Runner;2015;90.0;4.908140182495117;3059;1051;;;Austin Stark;Austin Stark;Dramat;USA;;;32;115;415;590;905;596;276;85;16;29;51;Długometrażowy;USA
Krew i wino;Blood and Wine;1996;98.0;5.793399810791016;3059;1348;4.5;2.0;Bob Rafelson;Nick Villiers, Alison Cross;Dramat;USA;1094668.0;22000000.0;26;47;162;308;729;877;557;191;70;92;64;Długometrażowy;USA
Sezon na kleszcza;Lymelife;2008;95.0;6.51623010635376;3049;3046;;;Derick Martini;Derick Martini, Steven Martini;Dramat;USA;;;26;21;67;157;343;712;1068;471;100;84;60;Długometrażowy;USA
Daleko od Reykjavíku;Héraðið;2019;92.0;6.094329833984375;3053;2021;4.75;4.0;Grímur Hákonarson;Grímur Hákonarson;Dramat;Islandia;;;6;8;44;154;566;1192;852;194;32;5;23;Długometrażowy;Europa
99 Homes;99 Homes;2014;112.0;7.2901201248168945;3047;3646;6.66667;3.0;Ramin Bahrani;Ramin Bahrani, Amir Naderi;Dramat;USA;1411927.0;8000000.0;3;5;15;41;137;525;925;960;359;77;28;Długometrażowy;USA
Guwernantka;The Turning;2020;94.0;4.533840179443359;3044;1566;3.0;1.0;Floria Sigismondi;Carey W. Hayes, Chad Hayes;Dramat;USA;15472775.0;14000000.0;87;182;589;693;702;452;222;56;23;38;58;Długometrażowy;USA
Trudna miłość;The Cake Eaters;2007;95.0;6.240960121154785;3042;1967;;;Jessica Yu, Mary Stuart Masterson;Jayce Bartok;Dramat;USA;;;41;34;159;208;471;729;764;377;116;143;264;Długometrażowy;USA
Utrzymanka;Kept Woman;2015;83.0;6.2288498878479;3050;1134;;;Michel Poulette;Doug Barber, James Phillips;Dramat;Kanada;;;23;28;100;203;521;852;751;384;119;69;41;Długometrażowy;Pozostałe
Wielka czerwona jedynka;The Big Red One;1980;162.0;7.153520107269287;3042;2256;7.16667;6.0;Samuel Fuller;Samuel Fuller;Dramat;USA;7206220.0;;15;10;48;93;213;446;996;745;223;253;99;Długometrażowy;USA
Cleo od piątej do siódmej;Cléo de 5 à 7;1962;90.0;7.504930019378662;3044;3492;8.2;10.0;Agnès Varda;Agnès Varda;Dramat;Francja;;;6;2;16;34;95;292;940;1177;392;90;14;Długometrażowy;Europa
Wrzesień;September;1987;82.0;6.667109966278076;3040;2130;6.2;5.0;Woody Allen;Woody Allen;Dramat;USA;;;38;20;61;125;320;661;953;594;162;106;31;Długometrażowy;USA
Ucieczka w kajdanach;The Defiant Ones;1958;96.0;7.328390121459961;3036;3659;7.83333;6.0;Stanley Kramer;Nedrick Young, Harold Jacob Smith;Dramat;USA;;;33;20;30;50;114;336;993;974;303;183;28;Długometrażowy;USA
Lotna;Lotna;1959;85.0;5.810359954833984;3032;1350;5.57143;7.0;Andrzej Wajda;Andrzej Wajda, Wojciech Żukrowski;Dramat;Polska;;;165;71;205;265;607;580;387;447;215;90;210;Długometrażowy;Polska
Matka i córka;La ciociara;1960;105.0;7.767859935760498;3037;4876;8.0;4.0;Vittorio De Sica;Vittorio De Sica, Cesare Zavattini;Dramat;Francja;;;7;2;13;16;76;208;765;1247;512;191;49;Długometrażowy;Europa
Ava;Ava;2017;105.0;6.415319919586182;3029;4004;5.66667;6.0;Léa Mysius;Léa Mysius;Dramat;Francja;;;15;25;78;136;382;819;1007;426;102;39;46;Długometrażowy;Europa
Punki z Salt Lake City;SLC Punk!;1998;97.0;7.181369781494141;3027;2593;;;James Merendino;James Merendino;Dramat;USA;;;20;27;51;97;200;446;814;821;329;222;76;Długometrażowy;USA
Czarny Piotruś;Černý Petr;1963;85.0;7.102839946746826;3024;2929;7.875;8.0;Miloš Forman;Miloš Forman, Jaroslav Papoušek;Dramat;Czechosłowacja;;;5;11;29;67;165;496;1100;844;226;81;25;Długometrażowy;Europa
My!;Wij;2018;100.0;5.707809925079346;3022;3499;6.0;2.0;René Eller;René Eller;Dramat;Holandia;;;54;69;184;274;608;866;676;212;45;34;85;Długometrażowy;Europa
Ostatni pocałunek cesarza;The Exception;2016;107.0;6.373129844665527;3015;2152;;;David Leveaux;Simon Burke;Dramat;Wielka Brytania;;;17;9;52;130;437;948;939;349;74;60;74;Długometrażowy;Europa
Przebudzenie Mottiego Wolkenbrucha;Wolkenbruchs wunderliche Reise in die Arme einer Schickse;2018;90.0;6.162529945373535;3021;313;6.5;2.0;Michael Steiner;Thomas Meyer;Dramat;Szwajcaria;;;15;17;72;171;474;1036;889;281;49;17;47;Długometrażowy;Europa
Królewicz Olch;Królewicz Olch;2016;101.0;4.716710090637207;3004;4885;5.0;15.0;Kuba Czekaj;Kuba Czekaj;Dramat;Polska;;;386;205;380;350;478;498;355;240;70;42;71;Długometrażowy;Polska
Niewłaściwy człowiek;The Wrong Man;1956;105.0;7.282050132751465;3003;3053;7.8;5.0;Alfred Hitchcock;Angus MacPhail, Maxwell Anderson;Dramat;USA;;;19;7;29;53;151;392;1032;880;235;205;61;Długometrażowy;USA
Zniknięcie Eleanor Rigby: Ona;The Disappearance of Eleanor Rigby: Her;2013;100.0;6.588329792022705;3000;5552;9.0;1.0;Ned Benson;Ned Benson;Dramat;USA;;;7;10;59;94;340;816;1026;484;105;59;52;Długometrażowy;USA
Kamdesh. Afgańskie piekło;The Outpost;2019;123.0;6.579380035400391;3017;1415;8.0;1.0;Rod Lurie;Eric Johnson, Paul Tamasy;Dramat;USA;;;11;9;45;100;304;826;1108;505;76;33;72;Długometrażowy;USA
Lux Æterna;Lux Æterna;2019;50.0;6.258130073547363;3014;2319;6.0;13.0;Gaspar Noé;Gaspar Noé;Dramat;Francja;;;53;52;115;183;438;692;805;479;151;46;44;Średniometrażowy;Europa
Wolne bity;Beats;2019;109.0;6.368790149688721;2999;584;;;Chris Robinson;Miles Orion Feldsott;Dramat;USA;;;13;15;72;119;433;904;939;375;87;42;28;Długometrażowy;USA
Vaterland - Tajemnica III Rzeszy;Fatherland;1994;106.0;6.727880001068115;2995;1634;7.0;1.0;Christopher Menaul;Stanley Weiser, Ron Hutchinson;Dramat;USA;;;16;9;54;112;274;667;1084;555;134;90;183;Długometrażowy;USA
Fatalny romans;Fatal Affair;2020;89.0;4.72091007232666;2999;151;;;Peter Sullivan;Peter Sullivan, Rasheeda Garner;Dramat;USA;;;54;161;489;622;797;501;229;99;29;18;14;Długometrażowy;USA
Straszny sen Dzidziusia Górkiewicza;Straszny sen Dzidziusia Górkiewicza;1993;102.0;5.897459983825684;2994;625;4.0;2.0;Kazimierz Kutz;Jerzy Stefan Stawiński;Dramat;Polska;;;77;72;221;275;563;630;482;439;158;77;60;Długometrażowy;Polska
Donbas;Donbass;2018;110.0;6.123370170593262;2991;3219;6.44444;9.0;Siergiej Łoznica;Siergiej Łoznica;Dramat;Niemcy;;;59;56;143;193;430;697;854;434;89;36;209;Długometrażowy;Europa
